village,code,val_binary,comment,code.groups
Ngoswaki,3 1 1 2 commons boundaries somewhat unclear,0,somewhat unclear boundaries: the limits of the commons are physically evident but not in all places. there may be some markers on one side and not in another.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
Ngoswaki,3 1 1 3 commons boundaries clear,1,clear boundaries: the limits of the commons are physically evident. this includes both natural elements and human-made artifacts that constrain the commons. natural elements would include the biogeophysical limits of a rangeland. human-made artifacts would include fences/beacons that constrain a population.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
Ngoswaki,3 1 1 4 1 clear boundaries well known by villagers,1,NA,NA
Ngoswaki,3 1 1 4 2 clear boundaries not well known by villagers,0,NA,NA
Ngoswaki,3 1 1 5 1 clear boundaries well known by outsiders,1,NA,NA
Ngoswaki,3 1 1 5 2 clear boundaries not well known by outsiders,0,NA,NA
Ngoswaki,3 1 2 1 commons boundary negotiability rigid,1,a rigid boundary is one where negotiations to access this environmental commons by non-members are not possible or not fruitful.,"3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Ngoswaki,3 1 2 2 commons boundary negotiability moderate,0,"a moderate boundary is when you have access restrictions for outsiders but when proper procedures for acquiring permission to access commons are followed, access is granted by leadership (added definition)","3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Ngoswaki,3 1 2 3 commons boundary negotiability negotiable,1,a negotiable boundary is one where ad-hoc negotiations can be and are commonly made by non-members to obtain access to this environmental common. ,"3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Ngoswaki,3 2 size of resource system,0,NA,3 resource systems (rs)
Ngoswaki,3 2 1 commons spatial extent,0,analytical question: what is the approximate spatial extent of this environmental commons (put in terms of square kilometers)?source of data: colin's gis data,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Ngoswaki,3 2 1 1 village size increased,0,statements indicating that the size (area) of the village has increased since the last census in 2012. ,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Ngoswaki,3 2 1 2 village size decreased,1,"statements indicating that the size (area) of the village has decreased since the last census in 2012. this can happen when the village splits into two, or if an area that was part of the village is confiscated by the government.","3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Ngoswaki,3 2 1 3 village size no change,1,statements indicating that no boundary changes have taken place since 2012.,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Ngoswaki,3 2 2 1 commons heterogeneity low,0,low: no patches or uniform distribution of a commons over its spatial extent.,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Ngoswaki,3 2 2 2 commons heterogeneity moderate,0,moderate: some patches exist over its spatial extent.,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Ngoswaki,3 2 2 3 commons heterogeneity high,0,high: multiple clearly defined sub-units can be identified within the commons ,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Ngoswaki,3 3 human constructed facilities,0,NA,3 resource systems (rs)
Ngoswaki,3 3 1 1 infrastructure in rangeland water source dams,1,statements indicating that there are water sources such as dams within the community rangeland.,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Ngoswaki,3 3 1 2 infrastructure in rangeland bomas,0,statements indicating that there are bomas within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Ngoswaki,3 3 1 3 infrastructure in rangeland roads,0,statements indicating that there are roads within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Ngoswaki,3 3 1 4 infrastructure in rangeland other,0,statements indicating that there are other infrastructure not specified within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Ngoswaki,3 4 productivity of system,0,NA,3 resource systems (rs)
Ngoswaki,3 4 1 1 productivity poorly productive,0,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Ngoswaki,3 4 1 2 productivity moderately productive,1,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Ngoswaki,3 4 1 3 productivity very productive,0,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Ngoswaki,3 4 2 1 productivity causes,1,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Ngoswaki,3 5 connectivity,0,NA,3 resource systems (rs)
Ngoswaki,3 5 1 1 internal ecological connectivity low,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Ngoswaki,3 5 1 2 internal ecological connectivity medium,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Ngoswaki,3 5 1 3 internal ecological connectivity high,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Ngoswaki,3 5 2 1 external ecological connectivity low,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Ngoswaki,3 5 2 2 external ecological connectivity medium,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Ngoswaki,3 5 2 3 external ecological connectivity high,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Ngoswaki,4 governance systems gs,0,NA,NA
Ngoswaki,4 1 network structure,0,"analytical question: collect information on ngo's operating in each village and their rangeland related activititessource of data: fgd, vlg, grazing related committee",4 governance systems (gs)
Ngoswaki,4 1 1 external support no support,0,no external support indicates that there are no organizations providing support to help manage the community rangeland.,"4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Ngoswaki,4 1 2 external support some support,1,"some external support indicates that there are organizations providing support to help manage the community rangeland but their support is not reliable (e.g., training or skills not provided adequately, projects have been carried out only briefly with short-term impacts, etc.)","4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Ngoswaki,4 1 3 external support extensive support,1,"extensive external support indicates that there are organizations providing support to help manage the community rangeland and their support is reliable (e.g., training or skills have been provided adequately, projects have been carried out long enough and thus have had long term impacts, etc.)","4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Ngoswaki,4 2 ngos,0,NA,NA
Ngoswaki,4 2 1 ngos tpp,0,ngo providing village support is called tpp,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 10 ngos child rich,0,NA,NA
Ngoswaki,4 2 10 ngos mwedo,0,NA,NA
Ngoswaki,4 2 2 ngos tpw,0,ngo providing village support is called tpw,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 3 ngos world vision,0,ngo providing village support is called world vision,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 4 ngos ucrt,1,ngo providing village support is called ucrt,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 5 ngos aspa,0,ngo providing village support is called aspa,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 6 ngos pathfinder international,0,ngo providing village support is called pathfinder international,"4.2.2 ngos
4 governance systems (gs)"
Ngoswaki,4 2 7 ngos pwc,1,ngo providing village support is called pwc,"4.2.2 ngos
4 governance systems (gs)"
